chr	start	end	hg19_loc	species	liftOver_input
2	148645584	148645585	chr20:23310434-23310436	C57B6J	2:148645584-148645585
10	67267375	67267377	chr3:46065762-46065764	C57B6J	10:67267375-67267377
14	52861684	52861686	chr3:46065762-46065764	C57B6J	14:52861684-52861686
14	53172644	53172646	chr3:46065762-46065764	C57B6J	14:53172644-53172646
4	63745727	63745728	chr9:117569045-117569047	C57B6J	4:63745727-63745728
4	63745734	63745735	chr9:117569045-117569047	C57B6J	4:63745734-63745735
2	27019977	27019978	chr9:136334597-136334599	C57B6J	2:27019977-27019978
2	27019979	27019980	chr9:136334597-136334599	C57B6J	2:27019979-27019980
10	91804829	91804830	chr17:43715017-43715019	Rattus	10:91804829-91804830
3	124520462	124520463	chr17:43715017-43715019	Rattus	3:124520462-124520463
10	91937496	91937497	chr17:43844976-43844978	Rattus	10:91937496-91937497
10	91937509	91937510	chr17:43844976-43844978	Rattus	10:91937509-91937510
10	92008663	92008665	chr17:43923682-43923684	Rattus	10:92008663-92008665
20	1326158	1326159	chr17:43923682-43923684	Rattus	20:1326158-1326159
10	92011516	92011517	chr17:43926991-43926993	Rattus	10:92011516-92011517
10	92011518	92011519	chr17:43926991-43926993	Rattus	10:92011518-92011519
1	236314060	236314062	chr17:44342326-44342328	Rattus	1:236314060-236314062
10	94978390	94978392	chr17:44342326-44342328	Rattus	10:94978390-94978392
10	102389272	102389273	chr17:71768273-71768275	Rattus	10:102389272-102389273
10	102389297	102389298	chr17:71768273-71768275	Rattus	10:102389297-102389298
9	47598155	47598156	chr2:103816492-103816494	Rattus	9:47598155-47598156
9	47598157	47598158	chr2:103816492-103816494	Rattus	9:47598157-47598158
1	174905672	174905674	chr3:46065762-46065764	Rattus	1:174905672-174905674
14	10572409	10572411	chr3:46065762-46065764	Rattus	14:10572409-10572411
2	215334655	215334657	chr3:46065762-46065764	Rattus	2:215334655-215334657
20	24836511	24836513	chr3:46065762-46065764	Rattus	20:24836511-24836513
13	93089736	93089738	chr7:10136180-10136182	Rattus	13:93089736-93089738
6	27667663	27667665	chr7:10136180-10136182	Rattus	6:27667663-27667665
5	83677976	83677977	chr9:117569045-117569047	Rattus	5:83677976-83677977
5	83677983	83677984	chr9:117569045-117569047	Rattus	5:83677983-83677984
3	10251951	10251952	chr9:136308795-136308797	Rattus	3:10251951-10251952
3	10907913	10907914	chr9:136308795-136308797	Rattus	3:10907913-10907914
chr19	46581607	46581609	chr17:44027752-44027754	bosTau8	chr19:46581607-46581609
chr8	5281496	5281498	chr17:44027752-44027754	bosTau8	chr8:5281496-5281498
chr19	46605163	46605164	chr17:44054595-44054597	bosTau8	chr19:46605163-46605164
chr19	46605165	46605166	chr17:44054595-44054597	bosTau8	chr19:46605165-46605166
chr19	46696760	46696761	chr17:44162283-44162285	bosTau8	chr19:46696760-46696761
chr19	46696768	46696769	chr17:44162283-44162285	bosTau8	chr19:46696768-46696769
chr19	58212235	58212236	chr17:71768273-71768275	bosTau8	chr19:58212235-58212236
chr19	58212228	58212229	chr17:71768273-71768275	bosTau8	chr19:58212228-58212229
chr18	55892740	55892742	chr19:49334478-49334480	bosTau8	chr18:55892740-55892742
chr26	48775712	48775714	chr19:49334478-49334480	bosTau8	chr26:48775712-48775714
chr11	7739421	7739422	chr2:103816492-103816494	bosTau8	chr11:7739421-7739422
chr11	7739423	7739424	chr2:103816492-103816494	bosTau8	chr11:7739423-7739424
chr3	120169825	120169826	chr2:241123683-241123685	bosTau8	chr3:120169825-120169826
chr3	120169828	120169829	chr2:241123683-241123685	bosTau8	chr3:120169828-120169829
chr22	53992980	53992981	chr3:45994204-45994206	bosTau8	chr22:53992980-53992981
chr22	53992978	53992979	chr3:45994204-45994206	bosTau8	chr22:53992978-53992979
chr15	20607818	20607820	chr3:46065762-46065764	bosTau8	chr15:20607818-20607820
chr28	19380724	19380726	chr3:46065762-46065764	bosTau8	chr28:19380724-19380726
chr6	85610791	85610792	chr3:46065762-46065764	bosTau8	chr6:85610791-85610792
chr16	41503905	41503907	chr7:10136180-10136182	bosTau8	chr16:41503905-41503907
chr3	6900559	6900561	chr7:10136180-10136182	bosTau8	chr3:6900559-6900561
chr7	761564	761566	chr7:10136180-10136182	bosTau8	chr7:761564-761566
chr9	9828775	9828776	chr17:43785937-43785939	canFam3	chr9:9828775-9828776
chr9	9828591	9828592	chr17:43785937-43785939	canFam3	chr9:9828591-9828592
chr9	9792604	9792605	chr17:43830639-43830641	canFam3	chr9:9792604-9792605
chr9	9792602	9792603	chr17:43830639-43830641	canFam3	chr9:9792602-9792603
chr9	9682038	9682039	chr17:43952190-43952192	canFam3	chr9:9682038-9682039
chr9	9682036	9682037	chr17:43952190-43952192	canFam3	chr9:9682036-9682037
chr9	9609055	9609056	chr17:44054595-44054597	canFam3	chr9:9609055-9609056
chr9	9609053	9609054	chr17:44054595-44054597	canFam3	chr9:9609053-9609054
chr9	9566436	9566438	chr17:44108354-44108356	canFam3	chr9:9566436-9566438
chrX	92606714	92606716	chr17:44108354-44108356	canFam3	chrX:92606714-92606716
chr9	9527816	9527817	chr17:44153385-44153387	canFam3	chr9:9527816-9527817
chr9	9527812	9527813	chr17:44153385-44153387	canFam3	chr9:9527812-9527813
chr9	6511165	6511166	chr17:71768273-71768275	canFam3	chr9:6511165-6511166
chr9	6511158	6511159	chr17:71768273-71768275	canFam3	chr9:6511158-6511159
chr1	107524394	107524396	chr19:49334478-49334480	canFam3	chr1:107524394-107524396
chr28	37779186	37779188	chr19:49334478-49334480	canFam3	chr28:37779186-37779188
chr10	39938149	39938150	chr2:103816492-103816494	canFam3	chr10:39938149-39938150
chr10	39938147	39938148	chr2:103816492-103816494	canFam3	chr10:39938147-39938148
chr31	27861552	27861554	chr21:34602793-34602795	canFam3	chr31:27861552-27861554
chr31	28760739	28760741	chr21:34602793-34602795	canFam3	chr31:28760739-28760741
chr31	27866484	27866486	chr21:34607869-34607871	canFam3	chr31:27866484-27866486
chr31	28765670	28765672	chr21:34607869-34607871	canFam3	chr31:28765670-28765672
chr31	27872683	27872685	chr21:34617728-34617730	canFam3	chr31:27872683-27872685
chr31	28771869	28771871	chr21:34617728-34617730	canFam3	chr31:28771869-28771871
chr20	42560123	42560124	chr3:45994204-45994206	canFam3	chr20:42560123-42560124
chr20	42560121	42560122	chr3:45994204-45994206	canFam3	chr20:42560121-42560122
chr4	14990424	14990426	chr3:46065762-46065764	canFam3	chr4:14990424-14990426
chr5	22604680	22604682	chr3:46065762-46065764	canFam3	chr5:22604680-22604682
chr20	42405916	42405917	chr3:46271398-46271400	canFam3	chr20:42405916-42405917
chr20	42405902	42405903	chr3:46271398-46271400	canFam3	chr20:42405902-42405903
chr1	90446598	90446600	chr9:1686321-1686323	canFam3	chr1:90446598-90446600
chr20	25761062	25761064	chr9:1686321-1686323	canFam3	chr20:25761062-25761064
chrE1	43499210	43499211	chr17:43785937-43785939	felCat8	chrE1:43499210-43499211
chrE1	43499248	43499249	chr17:43785937-43785939	felCat8	chrE1:43499248-43499249
chrE1	43542334	43542336	chr17:43833823-43833825	felCat8	chrE1:43542334-43542336
chrE1_AANG03050387v1_random	974	976	chr17:43833823-43833825	felCat8	chrE1_AANG03050387v1_random:974-976
chrE1_AANG03083533v1_random	268	270	chr17:43833823-43833825	felCat8	chrE1_AANG03083533v1_random:268-270
chrE1	43644490	43644491	chr17:43952190-43952192	felCat8	chrE1:43644490-43644491
chrE1	43644492	43644493	chr17:43952190-43952192	felCat8	chrE1:43644492-43644493
chrE1	43678339	43678341	chr17:44002594-44002596	felCat8	chrE1:43678339-43678341
chrE1	43680278	43680280	chr17:44002594-44002596	felCat8	chrE1:43680278-43680280
chrE1	43713818	43713819	chr17:44054595-44054597	felCat8	chrE1:43713818-43713819
chrE1	43713820	43713821	chr17:44054595-44054597	felCat8	chrE1:43713820-43713821
chrE1	43796105	43796106	chr17:44153385-44153387	felCat8	chrE1:43796105-43796106
chrE1	43796109	43796110	chr17:44153385-44153387	felCat8	chrE1:43796109-43796110
chrE1	53616090	53616091	chr17:71768273-71768275	felCat8	chrE1:53616090-53616091
chrE1	53616097	53616098	chr17:71768273-71768275	felCat8	chrE1:53616097-53616098
chrE2	8679630	8679632	chr19:49334478-49334480	felCat8	chrE2:8679630-8679632
chrD2	84357474	84357476	chr19:49334478-49334480	felCat8	chrD2:84357474-84357476
chrA3	57076410	57076411	chr2:103816492-103816494	felCat8	chrA3:57076410-57076411
chrA3	57076408	57076409	chr2:103816492-103816494	felCat8	chrA3:57076408-57076409
chrA2	15786076	15786077	chr3:45994204-45994206	felCat8	chrA2:15786076-15786077
chrA2	15786078	15786079	chr3:45994204-45994206	felCat8	chrA2:15786078-15786079
chrD1	8641640	8641642	chr3:46065762-46065764	felCat8	chrD1:8641640-8641642
chrD2	24900682	24900684	chr3:46065762-46065764	felCat8	chrD2:24900682-24900684
chrA2	15922937	15922939	chr3:46250007-46250009	felCat8	chrA2:15922937-15922939
chrA2_AANG03139915v1_random	685	687	chr3:46250007-46250009	felCat8	chrA2_AANG03139915v1_random:685-687
chrC2	49269272	49269274	chr3:101122574-101122576	felCat8	chrC2:49269272-49269274
chrC2_AANG03222051v1_random	553	555	chr3:101122574-101122576	felCat8	chrC2_AANG03222051v1_random:553-555
chrD4	9521307	9521309	chr9:1686321-1686323	felCat8	chrD4:9521307-9521309
chrA2	33129310	33129312	chr9:1686321-1686323	felCat8	chrA2:33129310-33129312
chr1	67259424	67259426	chr1:65585502-65585504	gorGor3	chr1:67259424-67259426
chr5	16150233	16150235	chr1:65585502-65585504	gorGor3	chr5:16150233-16150235
chr11	86165639	86165641	chr11:88589785-88589787	gorGor3	chr11:86165639-86165641
chrX	125158243	125158245	chr11:88589785-88589787	gorGor3	chrX:125158243-125158245
chr5	38313921	38313923	chr17:43825567-43825569	gorGor3	chr5:38313921-38313923
chr5	38318144	38318146	chr17:43825567-43825569	gorGor3	chr5:38318144-38318146
chr5	38312098	38312100	chr17:43827390-43827392	gorGor3	chr5:38312098-38312100
chr5	38319967	38319969	chr17:43827390-43827392	gorGor3	chr5:38319967-38319969
chr5	38097838	38097840	chr17:44012342-44012344	gorGor3	chr5:38097838-38097840
chr5	38126064	38126066	chr17:44012342-44012344	gorGor3	chr5:38126064-38126066
chr5	38096236	38096238	chr17:44013937-44013939	gorGor3	chr5:38096236-38096238
chr5	38124462	38124464	chr17:44013937-44013939	gorGor3	chr5:38124462-38124464
chr5	37049813	37049815	chr17:44165593-44165595	gorGor3	chr5:37049813-37049815
chr5	37966667	37966669	chr17:44165593-44165595	gorGor3	chr5:37966667-37966669
chr5	37046662	37046664	chr17:44167660-44167662	gorGor3	chr5:37046662-37046664
chr5	37964591	37964593	chr17:44167660-44167662	gorGor3	chr5:37964591-37964593
chr5	37044112	37044114	chr17:44169768-44169770	gorGor3	chr5:37044112-37044114
chr5	37962448	37962450	chr17:44169768-44169770	gorGor3	chr5:37962448-37962450
chr5	37041522	37041524	chr17:44172407-44172409	gorGor3	chr5:37041522-37041524
chr5	37959812	37959814	chr17:44172407-44172409	gorGor3	chr5:37959812-37959814
chr5	37037727	37037729	chr17:44176169-44176171	gorGor3	chr5:37037727-37037729
chr5	37956031	37956033	chr17:44176169-44176171	gorGor3	chr5:37956031-37956033
chr5	37036207	37036209	chr17:44179748-44179750	gorGor3	chr5:37036207-37036209
chr5	37950563	37950565	chr17:44179748-44179750	gorGor3	chr5:37950563-37950565
chr3	59146659	59146661	chr17:44181680-44181682	gorGor3	chr3:59146659-59146661
chr5	37034256	37034258	chr17:44181680-44181682	gorGor3	chr5:37034256-37034258
chr5	37907864	37907866	chr17:44220789-44220791	gorGor3	chr5:37907864-37907866
chr5	37908171	37908173	chr17:44220789-44220791	gorGor3	chr5:37908171-37908173
chr4	82050177	82050179	chr17:44235892-44235894	gorGor3	chr4:82050177-82050179
chr5	37890957	37890959	chr17:44235892-44235894	gorGor3	chr5:37890957-37890959
chr18	76348461	76348463	chr17:44271999-44272001	gorGor3	chr18:76348461-76348463
chr5	37854824	37854826	chr17:44271999-44272001	gorGor3	chr5:37854824-37854826
chr5	37031472	37031474	chr17:44281587-44281589	gorGor3	chr5:37031472-37031474
chr5	37845193	37845195	chr17:44281587-44281589	gorGor3	chr5:37845193-37845195
chr5	37832515	37832517	chr17:44284733-44284735	gorGor3	chr5:37832515-37832517
chr5	37842065	37842067	chr17:44284733-44284735	gorGor3	chr5:37842065-37842067
chr5	15538217	15538219	chr17:44333889-44333891	gorGor3	chr5:15538217-15538219
chr5	37793131	37793133	chr17:44333889-44333891	gorGor3	chr5:37793131-37793133
chr5	15553061	15553063	chr17:44344987-44344989	gorGor3	chr5:15553061-15553063
chr5	37781036	37781038	chr17:44344987-44344989	gorGor3	chr5:37781036-37781038
chr5	15562507	15562509	chr17:44350089-44350091	gorGor3	chr5:15562507-15562509
chr5	37775952	37775954	chr17:44350089-44350091	gorGor3	chr5:37775952-37775954
chr5	15564725	15564727	chr17:44352638-44352640	gorGor3	chr5:15564725-15564727
chr5	37773413	37773415	chr17:44352638-44352640	gorGor3	chr5:37773413-37773415
chr5	15584445	15584447	chr17:44364648-44364650	gorGor3	chr5:15584445-15584447
chr5	18772673	18772675	chr17:44364648-44364650	gorGor3	chr5:18772673-18772675
chr18	32468693	32468695	chr18:32781695-32781697	gorGor3	chr18:32468693-32468695
chr18	32470121	32470123	chr18:32781695-32781697	gorGor3	chr18:32470121-32470123
chr19	8366869	8366871	chr19:8202296-8202298	gorGor3	chr19:8366869-8366871
chr19	8367337	8367339	chr19:8202296-8202298	gorGor3	chr19:8367337-8367339
chr11	110747450	110747452	chr3:46090012-46090014	gorGor3	chr11:110747450-110747452
chr3	47278243	47278245	chr3:46090012-46090014	gorGor3	chr3:47278243-47278245
chr19	11842863	11842865	chr3:46375736-46375738	gorGor3	chr19:11842863-11842865
chr19	23735962	23735964	chr3:46375736-46375738	gorGor3	chr19:23735962-23735964
chr3	47559586	47559588	chr3:46375736-46375738	gorGor3	chr3:47559586-47559588
chr3	47655711	47655713	chr3:46474991-46474993	gorGor3	chr3:47655711-47655713
chr3	47662345	47662347	chr3:46474991-46474993	gorGor3	chr3:47662345-47662347
chr3	47665501	47665503	chr3:46474991-46474993	gorGor3	chr3:47665501-47665503
chr3	53242099	53242101	chr3:51936366-51936368	gorGor3	chr3:53242099-53242101
chr4	42734165	42734167	chr3:51936366-51936368	gorGor3	chr4:42734165-42734167
chr3	100795965	100795967	chr3:101490277-101490279	gorGor3	chr3:100795965-100795967
chr3	100812194	100812196	chr3:101490277-101490279	gorGor3	chr3:100812194-100812196
chr9	116816925	116816927	chr9:136184770-136184772	gorGor3	chr9:116816925-116816927
chr9	116843165	116843167	chr9:136184770-136184772	gorGor3	chr9:116843165-116843167
chr9	116930746	116930748	chr9:136184770-136184772	gorGor3	chr9:116930746-116930748
chr9	119182864	119182866	chr9:136184770-136184772	gorGor3	chr9:119182864-119182866
chr9	119207239	119207241	chr9:136184770-136184772	gorGor3	chr9:119207239-119207241
JH725452	5025523	5025524	chr17:43715017-43715019	jacJac1	JH725452:5025523-5025524
JH725498	3918496	3918497	chr17:43715017-43715019	jacJac1	JH725498:3918496-3918497
JH725498	3918489	3918490	chr17:43715017-43715019	jacJac1	JH725498:3918489-3918490
JH725452	4803738	4803739	chr17:43926991-43926993	jacJac1	JH725452:4803738-4803739
JH725452	4803736	4803737	chr17:43926991-43926993	jacJac1	JH725452:4803736-4803737
JH725452	14078741	14078742	chr17:71768273-71768275	jacJac1	JH725452:14078741-14078742
JH725452	14078758	14078759	chr17:71768273-71768275	jacJac1	JH725452:14078758-14078759
JH725442	6153593	6153594	chr2:103816492-103816494	jacJac1	JH725442:6153593-6153594
JH725442	6153595	6153596	chr2:103816492-103816494	jacJac1	JH725442:6153595-6153596
JH725484	1780493	1780495	chr3:46449390-46449392	jacJac1	JH725484:1780493-1780495
JH725484	17341160	17341161	chr3:46449390-46449392	jacJac1	JH725484:17341160-17341161
JH725450	11618907	11618908	chr3:197135001-197135003	jacJac1	JH725450:11618907-11618908
JH725450	11618901	11618902	chr3:197135001-197135003	jacJac1	JH725450:11618901-11618902
JH725439	61501354	61501356	chr7:10136180-10136182	jacJac1	JH725439:61501354-61501356
JH725472	18515748	18515750	chr7:10136180-10136182	jacJac1	JH725472:18515748-18515750
JH725495	1015090	1015092	chr7:10136180-10136182	jacJac1	JH725495:1015090-1015092
JH725449	29780934	29780935	chr9:136334597-136334599	jacJac1	JH725449:29780934-29780935
JH725449	29780936	29780937	chr9:136334597-136334599	jacJac1	JH725449:29780936-29780937
scaffold_31	27242088	27242090	chr17:43904396-43904398	loxAfr3	scaffold_31:27242088-27242090
scaffold_32	213211	213213	chr17:43904396-43904398	loxAfr3	scaffold_32:213211-213213
scaffold_31	27253740	27253741	chr17:43915311-43915313	loxAfr3	scaffold_31:27253740-27253741
scaffold_31	27253750	27253751	chr17:43915311-43915313	loxAfr3	scaffold_31:27253750-27253751
scaffold_31	27268951	27268953	chr17:43923682-43923684	loxAfr3	scaffold_31:27268951-27268953
scaffold_132	568443	568445	chr17:43923682-43923684	loxAfr3	scaffold_132:568443-568445
scaffold_31	27272690	27272691	chr17:43926991-43926993	loxAfr3	scaffold_31:27272690-27272691
scaffold_31	27272693	27272694	chr17:43926991-43926993	loxAfr3	scaffold_31:27272693-27272694
scaffold_31	27388995	27388996	chr17:44054595-44054597	loxAfr3	scaffold_31:27388995-27388996
scaffold_31	27389049	27389050	chr17:44054595-44054597	loxAfr3	scaffold_31:27389049-27389050
scaffold_49	8779276	8779277	chr17:71768273-71768275	loxAfr3	scaffold_49:8779276-8779277
scaffold_49	8779269	8779270	chr17:71768273-71768275	loxAfr3	scaffold_49:8779269-8779270
scaffold_4	65125214	65125216	chr18:32781695-32781697	loxAfr3	scaffold_4:65125214-65125216
scaffold_4	65205832	65205834	chr18:32781695-32781697	loxAfr3	scaffold_4:65205832-65205834
scaffold_27	5469148	5469149	chr2:103816492-103816494	loxAfr3	scaffold_27:5469148-5469149
scaffold_27	5469150	5469151	chr2:103816492-103816494	loxAfr3	scaffold_27:5469150-5469151
scaffold_12	21544079	21544080	chr3:45994204-45994206	loxAfr3	scaffold_12:21544079-21544080
scaffold_12	21544077	21544078	chr3:45994204-45994206	loxAfr3	scaffold_12:21544077-21544078
scaffold_6	91464388	91464390	chr3:46065762-46065764	loxAfr3	scaffold_6:91464388-91464390
scaffold_10	44777513	44777515	chr3:46065762-46065764	loxAfr3	scaffold_10:44777513-44777515
scaffold_35	21962494	21962496	chr3:46065762-46065764	loxAfr3	scaffold_35:21962494-21962496
scaffold_12	21459086	21459087	chr3:46108399-46108401	loxAfr3	scaffold_12:21459086-21459087
scaffold_12	21459084	21459085	chr3:46108399-46108401	loxAfr3	scaffold_12:21459084-21459085
scaffold_12	21091959	21091961	chr3:46449390-46449392	loxAfr3	scaffold_12:21091959-21091961
scaffold_12	21113871	21113873	chr3:46449390-46449392	loxAfr3	scaffold_12:21113871-21113873
scaffold_30	14157485	14157487	chr9:136184770-136184772	loxAfr3	scaffold_30:14157485-14157487
scaffold_918	11945	11946	chr9:136184770-136184772	loxAfr3	scaffold_918:11945-11946
scaffold_918	11952	11953	chr9:136184770-136184772	loxAfr3	scaffold_918:11952-11953
chrUn_JH996478	767016	767017	chr17:43926991-43926993	micOch1	chrUn_JH996478:767016-767017
chrUn_JH996478	767018	767019	chr17:43926991-43926993	micOch1	chrUn_JH996478:767018-767019
chrX	14645639	14645641	chr17:44026393-44026395	micOch1	chrX:14645639-14645641
chrUn_JH996478	850148	850150	chr17:44026393-44026395	micOch1	chrUn_JH996478:850148-850150
chrUn_JH996478	859413	859414	chr17:44049899-44049901	micOch1	chrUn_JH996478:859413-859414
chrUn_JH996478	859598	859599	chr17:44049899-44049901	micOch1	chrUn_JH996478:859598-859599
