chr	start	end	species_loc	score	strand	species	hg19_loc	hg19_loc_original
chr7_gl000195_random	115494	115496	chrUn_JH308733:40-42	0	.	rheMac3	chr7_gl000195_random:115494-115496	chr9:136127267-136127269
chr17_gl000205_random	5186	5188	chrUn_JH308733:40-42	0	.	rheMac3	chr17_gl000205_random:5186-5188	chr9:136127267-136127269
chr17_gl000205_random	11430	11432	chrUn_JH308733:40-42	0	.	rheMac3	chr17_gl000205_random:11430-11432	chr9:136127267-136127269
chr9	100070322	100070324	chr15:5121635-5121637	0	.	rheMac3	chr9:100070322-100070324	chr9:136127267-136127269
chr9	136127267	136127269	chr15:5121635-5121637	0	.	rheMac3	chr9:136127267-136127269	chr9:136127267-136127269
chr7_gl000195_random	109105	109107	chr15:5121635-5121637	0	.	rheMac3	chr7_gl000195_random:109105-109107	chr9:136127267-136127269
chr7_gl000195_random	115494	115496	chr15:5121635-5121637	0	.	rheMac3	chr7_gl000195_random:115494-115496	chr9:136127267-136127269
chr17_gl000205_random	5186	5188	chr15:5121635-5121637	0	.	rheMac3	chr17_gl000205_random:5186-5188	chr9:136127267-136127269
chr17_gl000205_random	11430	11432	chr15:5121635-5121637	0	.	rheMac3	chr17_gl000205_random:11430-11432	chr9:136127267-136127269
chr9	100070322	100070324	chr15:5232969-5232971	0	.	rheMac3	chr9:100070322-100070324	chr9:136127267-136127269
chr9	136127267	136127269	chr15:5232969-5232971	0	.	rheMac3	chr9:136127267-136127269	chr9:136127267-136127269
chr7_gl000195_random	109105	109107	chr15:5232969-5232971	0	.	rheMac3	chr7_gl000195_random:109105-109107	chr9:136127267-136127269
chr7_gl000195_random	115494	115496	chr15:5232969-5232971	0	.	rheMac3	chr7_gl000195_random:115494-115496	chr9:136127267-136127269
chr17_gl000205_random	5186	5188	chr15:5232969-5232971	0	.	rheMac3	chr17_gl000205_random:5186-5188	chr9:136127267-136127269
chr17_gl000205_random	11430	11432	chr15:5232969-5232971	0	.	rheMac3	chr17_gl000205_random:11430-11432	chr9:136127267-136127269
chr9	100070322	100070324	chr15:39790001-39790003	0	.	rheMac3	chr9:100070322-100070324	chr9:136127267-136127269
chr9	136127267	136127269	chr15:39790001-39790003	0	.	rheMac3	chr9:136127267-136127269	chr9:136127267-136127269
chr7_gl000195_random	109105	109107	chr15:39790001-39790003	0	.	rheMac3	chr7_gl000195_random:109105-109107	chr9:136127267-136127269
chr7_gl000195_random	115494	115496	chr15:39790001-39790003	0	.	rheMac3	chr7_gl000195_random:115494-115496	chr9:136127267-136127269
chr17_gl000205_random	5186	5188	chr15:39790001-39790003	0	.	rheMac3	chr17_gl000205_random:5186-5188	chr9:136127267-136127269
chr17_gl000205_random	11430	11432	chr15:39790001-39790003	0	.	rheMac3	chr17_gl000205_random:11430-11432	chr9:136127267-136127269
chr9	100070322	100070324	chrUn_JH291251:18750-18752	0	.	rheMac3	chr9:100070322-100070324	chr9:136127267-136127269
chr9	136127267	136127269	chrUn_JH291251:18750-18752	0	.	rheMac3	chr9:136127267-136127269	chr9:136127267-136127269
chr7_gl000195_random	109105	109107	chrUn_JH291251:18750-18752	0	.	rheMac3	chr7_gl000195_random:109105-109107	chr9:136127267-136127269
chr7_gl000195_random	115494	115496	chrUn_JH291251:18750-18752	0	.	rheMac3	chr7_gl000195_random:115494-115496	chr9:136127267-136127269
chr17_gl000205_random	5186	5188	chrUn_JH291251:18750-18752	0	.	rheMac3	chr17_gl000205_random:5186-5188	chr9:136127267-136127269
chr17_gl000205_random	11430	11432	chrUn_JH291251:18750-18752	0	.	rheMac3	chr17_gl000205_random:11430-11432	chr9:136127267-136127269
chr9	136138316	136138318	chr15:5221751-5221753	0	.	rheMac3	chr9:136138316-136138318	chr9:136138316-136138318
chr9	136138316	136138318	chr15:5222022-5222024	0	.	rheMac3	chr9:136138316-136138318	chr9:136138316-136138318
chr12	113363282	113363284	chrUn_JH296204:431-433	0	.	rheMac3	chr12:113363282-113363284	chr12:113363282-113363284
chr12	113363282	113363284	chrUn_JH296213:437-439	0	.	rheMac3	chr12:113363282-113363284	chr12:113363282-113363284
chr12	113365200	113365202	chr11:114727091-114727093	0	.	rheMac3	chr12:113365200-113365202	chr12:113365200-113365202
chr12	113365200	113365202	chrUn_JH323655:71-73	0	.	rheMac3	chr12:113365200-113365202	chr12:113365200-113365202
chr12	113390678	113390679	chr11:114751774-114751775	0	.	rheMac3	chr12:113390678-113390679	chr12:113390678-113390680
chr12	113390679	113390680	chr11:114751777-114751778	0	.	rheMac3	chr12:113390679-113390680	chr12:113390678-113390680
chr15	49471209	49471211	chr7:26344642-26344644	0	.	rheMac3	chr15:49471209-49471211	chr15:49471209-49471211
chr15	49471209	49471211	chrUn_JH313975:290-292	0	.	rheMac3	chr15:49471209-49471211	chr15:49471209-49471211
chr16	56139045	56139046	chr20:54379819-54379820	0	.	rheMac3	chr16:56139045-56139046	chr16:56139045-56139047
chr16	56139046	56139047	chr20:54379822-54379823	0	.	rheMac3	chr16:56139046-56139047	chr16:56139045-56139047
chr17	34415355	34415357	chr16:32172835-32172837	0	.	rheMac3	chr17:34415355-34415357	chr17:34415355-34415357
chr17	34522030	34522032	chr16:32172835-32172837	0	.	rheMac3	chr17:34522030-34522032	chr17:34415355-34415357
chr17	34610073	34610075	chr16:32172835-32172837	0	.	rheMac3	chr17:34610073-34610075	chr17:34415355-34415357
chr17	34623604	34623606	chr16:32172835-32172837	0	.	rheMac3	chr17:34623604-34623606	chr17:34415355-34415357
chr17	34415355	34415357	chrUn_JH295386:1579-1581	0	.	rheMac3	chr17:34415355-34415357	chr17:34415355-34415357
chr17	34522030	34522032	chrUn_JH295386:1579-1581	0	.	rheMac3	chr17:34522030-34522032	chr17:34415355-34415357
chr17	34610073	34610075	chrUn_JH295386:1579-1581	0	.	rheMac3	chr17:34610073-34610075	chr17:34415355-34415357
chr17	34623604	34623606	chrUn_JH295386:1579-1581	0	.	rheMac3	chr17:34623604-34623606	chr17:34415355-34415357
chr17	42234250	42234252	chr16:56221018-56221020	0	.	rheMac3	chr17:42234250-42234252	chr17:44025591-44025593
chr17	44025591	44025593	chr16:56221018-56221020	0	.	rheMac3	chr17:44025591-44025593	chr17:44025591-44025593
chr17_ctg5_hap1	842075	842077	chr16:56221018-56221020	0	.	rheMac3	chr17_ctg5_hap1:842075-842077	chr17:44025591-44025593
chr17	42234250	42234252	chr16:58561897-58561899	0	.	rheMac3	chr17:42234250-42234252	chr17:44025591-44025593
chr17	44025591	44025593	chr16:58561897-58561899	0	.	rheMac3	chr17:44025591-44025593	chr17:44025591-44025593
chr17_ctg5_hap1	842075	842077	chr16:58561897-58561899	0	.	rheMac3	chr17_ctg5_hap1:842075-842077	chr17:44025591-44025593
chr17	44180996	44180998	chr16:58714810-58714812	0	.	rheMac3	chr17:44180996-44180998	chr17:44180996-44180998
chr17	45165218	45165220	chr16:58714810-58714812	0	.	rheMac3	chr17:45165218-45165220	chr17:44180996-44180998
chr17_ctg5_hap1	685060	685062	chr16:58714810-58714812	0	.	rheMac3	chr17_ctg5_hap1:685060-685062	chr17:44180996-44180998
chr17	44180996	44180998	chr18:24814525-24814527	0	.	rheMac3	chr17:44180996-44180998	chr17:44180996-44180998
chr17	45165218	45165220	chr18:24814525-24814527	0	.	rheMac3	chr17:45165218-45165220	chr17:44180996-44180998
chr17_ctg5_hap1	685060	685062	chr18:24814525-24814527	0	.	rheMac3	chr17_ctg5_hap1:685060-685062	chr17:44180996-44180998
chr17	43681302	43681304	chr16:58866613-58866615	0	.	rheMac3	chr17:43681302-43681304	chr17:44319365-44319367
chr17	44319365	44319367	chr16:58866613-58866615	0	.	rheMac3	chr17:44319365-44319367	chr17:44319365-44319367
chr17	45190512	45190514	chr16:58866613-58866615	0	.	rheMac3	chr17:45190512-45190514	chr17:44319365-44319367
chr17_ctg5_hap1	547533	547535	chr16:58866613-58866615	0	.	rheMac3	chr17_ctg5_hap1:547533-547535	chr17:44319365-44319367
chr17_ctg5_hap1	1186877	1186879	chr16:58866613-58866615	0	.	rheMac3	chr17_ctg5_hap1:1186877-1186879	chr17:44319365-44319367
chr17_ctg5_hap1	1406436	1406438	chr16:58866613-58866615	0	.	rheMac3	chr17_ctg5_hap1:1406436-1406438	chr17:44319365-44319367
chr17	43681302	43681304	chr16:59177730-59177732	0	.	rheMac3	chr17:43681302-43681304	chr17:44319365-44319367
chr17	44319365	44319367	chr16:59177730-59177732	0	.	rheMac3	chr17:44319365-44319367	chr17:44319365-44319367
chr17	45190512	45190514	chr16:59177730-59177732	0	.	rheMac3	chr17:45190512-45190514	chr17:44319365-44319367
chr17_ctg5_hap1	547533	547535	chr16:59177730-59177732	0	.	rheMac3	chr17_ctg5_hap1:547533-547535	chr17:44319365-44319367
chr17_ctg5_hap1	1186877	1186879	chr16:59177730-59177732	0	.	rheMac3	chr17_ctg5_hap1:1186877-1186879	chr17:44319365-44319367
chr17_ctg5_hap1	1406436	1406438	chr16:59177730-59177732	0	.	rheMac3	chr17_ctg5_hap1:1406436-1406438	chr17:44319365-44319367
chr17	44343929	44343931	chr16:58883638-58883640	0	.	rheMac3	chr17:44343929-44343931	chr17:44343929-44343931
chr17	65992374	65992376	chr16:58883638-58883640	0	.	rheMac3	chr17:65992374-65992376	chr17:44343929-44343931
chr17_ctg5_hap1	522060	522062	chr16:58883638-58883640	0	.	rheMac3	chr17_ctg5_hap1:522060-522062	chr17:44343929-44343931
chr17_ctg5_hap1	1210975	1210977	chr16:58883638-58883640	0	.	rheMac3	chr17_ctg5_hap1:1210975-1210977	chr17:44343929-44343931
chr17	44343929	44343931	chr16:65426440-65426442	0	.	rheMac3	chr17:44343929-44343931	chr17:44343929-44343931
chr17	65992374	65992376	chr16:65426440-65426442	0	.	rheMac3	chr17:65992374-65992376	chr17:44343929-44343931
chr17_ctg5_hap1	522060	522062	chr16:65426440-65426442	0	.	rheMac3	chr17_ctg5_hap1:522060-522062	chr17:44343929-44343931
chr17_ctg5_hap1	1210975	1210977	chr16:65426440-65426442	0	.	rheMac3	chr17_ctg5_hap1:1210975-1210977	chr17:44343929-44343931
chr17	44351928	44351930	chr16:57649547-57649549	0	.	rheMac3	chr17:44351928-44351930	chr17:44351928-44351930
chr17	65978894	65978896	chr16:57649547-57649549	0	.	rheMac3	chr17:65978894-65978896	chr17:44351928-44351930
chr17_ctg5_hap1	514039	514041	chr16:57649547-57649549	0	.	rheMac3	chr17_ctg5_hap1:514039-514041	chr17:44351928-44351930
chr17_ctg5_hap1	1218934	1218936	chr16:57649547-57649549	0	.	rheMac3	chr17_ctg5_hap1:1218934-1218936	chr17:44351928-44351930
chr17_ctg5_hap1	1255448	1255450	chr16:57649547-57649549	0	.	rheMac3	chr17_ctg5_hap1:1255448-1255450	chr17:44351928-44351930
chr17	44351928	44351930	chr16:65411506-65411508	0	.	rheMac3	chr17:44351928-44351930	chr17:44351928-44351930
chr17	65978894	65978896	chr16:65411506-65411508	0	.	rheMac3	chr17:65978894-65978896	chr17:44351928-44351930
chr17_ctg5_hap1	514039	514041	chr16:65411506-65411508	0	.	rheMac3	chr17_ctg5_hap1:514039-514041	chr17:44351928-44351930
chr17_ctg5_hap1	1218934	1218936	chr16:65411506-65411508	0	.	rheMac3	chr17_ctg5_hap1:1218934-1218936	chr17:44351928-44351930
chr17_ctg5_hap1	1255448	1255450	chr16:65411506-65411508	0	.	rheMac3	chr17_ctg5_hap1:1255448-1255450	chr17:44351928-44351930
chr2	85820269	85820271	chr13:86182896-86182898	0	.	rheMac3	chr2:85820269-85820271	chr17:44795468-44795470
chr17	44795468	44795470	chr13:86182896-86182898	0	.	rheMac3	chr17:44795468-44795470	chr17:44795468-44795470
chr2	85820269	85820271	chr16:58093481-58093483	0	.	rheMac3	chr2:85820269-85820271	chr17:44795468-44795470
chr17	44795468	44795470	chr16:58093481-58093483	0	.	rheMac3	chr17:44795468-44795470	chr17:44795468-44795470
chr18	42701051	42701053	chr18:39149922-39149924	0	.	rheMac3	chr18:42701051-42701053	chr18:42701051-42701053
chr18	42701051	42701053	chr18:39150231-39150233	0	.	rheMac3	chr18:42701051-42701053	chr18:42701051-42701053
chr19	50840896	50840898	chr19:56324804-56324806	0	.	rheMac3	chr19:50840896-50840898	chr19:50865534-50865536
chr19	50865534	50865536	chr19:56324804-56324806	0	.	rheMac3	chr19:50865534-50865536	chr19:50865534-50865536
chr19	50840896	50840898	chr19:56347114-56347116	0	.	rheMac3	chr19:50840896-50840898	chr19:50865534-50865536
chr19	50865534	50865536	chr19:56347114-56347116	0	.	rheMac3	chr19:50865534-50865536	chr19:50865534-50865536
chr5	163125304	163125305	chr6:161697436-161697437	0	.	rheMac3	chr5:163125304-163125305	chr5:163125304-163125306
chr5	163125305	163125306	chr6:161697459-161697460	0	.	rheMac3	chr5:163125305-163125306	chr5:163125304-163125306
chr6	29798793	29798795	chr4:30139696-30139698	0	.	rheMac3	chr6:29798793-29798795	chr6:29798793-29798795
chr6	29858746	29858748	chr4:30139696-30139698	0	.	rheMac3	chr6:29858746-29858748	chr6:29798793-29798795
chr6	29897500	29897502	chr4:30139696-30139698	0	.	rheMac3	chr6:29897500-29897502	chr6:29798793-29798795
chr6	29913545	29913547	chr4:30139696-30139698	0	.	rheMac3	chr6:29913545-29913547	chr6:29798793-29798795
chr6	29977630	29977632	chr4:30139696-30139698	0	.	rheMac3	chr6:29977630-29977632	chr6:29798793-29798795
chr6	30460791	30460793	chr4:30139696-30139698	0	.	rheMac3	chr6:30460791-30460793	chr6:29798793-29798795
chr6	31236630	31236632	chr4:30139696-30139698	0	.	rheMac3	chr6:31236630-31236632	chr6:29798793-29798795
chr6	31321753	31321755	chr4:30139696-30139698	0	.	rheMac3	chr6:31321753-31321755	chr6:29798793-29798795
chr6_ssto_hap7	1136359	1136361	chr4:30139696-30139698	0	.	rheMac3	chr6_ssto_hap7:1136359-1136361	chr6:29798793-29798795
chr6_ssto_hap7	1190085	1190087	chr4:30139696-30139698	0	.	rheMac3	chr6_ssto_hap7:1190085-1190087	chr6:29798793-29798795
chr6_ssto_hap7	1228716	1228718	chr4:30139696-30139698	0	.	rheMac3	chr6_ssto_hap7:1228716-1228718	chr6:29798793-29798795
chr6_ssto_hap7	1242896	1242898	chr4:30139696-30139698	0	.	rheMac3	chr6_ssto_hap7:1242896-1242898	chr6:29798793-29798795
chr6_ssto_hap7	1306958	1306960	chr4:30139696-30139698	0	.	rheMac3	chr6_ssto_hap7:1306958-1306960	chr6:29798793-29798795
chr6_ssto_hap7	1793081	1793083	chr4:30139696-30139698	0	.	rheMac3	chr6_ssto_hap7:1793081-1793083	chr6:29798793-29798795
chr6_ssto_hap7	2570109	2570111	chr4:30139696-30139698	0	.	rheMac3	chr6_ssto_hap7:2570109-2570111	chr6:29798793-29798795
chr6_ssto_hap7	2655512	2655514	chr4:30139696-30139698	0	.	rheMac3	chr6_ssto_hap7:2655512-2655514	chr6:29798793-29798795
chr6_mcf_hap5	1099072	1099074	chr4:30139696-30139698	0	.	rheMac3	chr6_mcf_hap5:1099072-1099074	chr6:29798793-29798795
chr6_mcf_hap5	1153387	1153389	chr4:30139696-30139698	0	.	rheMac3	chr6_mcf_hap5:1153387-1153389	chr6:29798793-29798795
chr6_mcf_hap5	1295448	1295450	chr4:30139696-30139698	0	.	rheMac3	chr6_mcf_hap5:1295448-1295450	chr6:29798793-29798795
chr6_mcf_hap5	1359494	1359496	chr4:30139696-30139698	0	.	rheMac3	chr6_mcf_hap5:1359494-1359496	chr6:29798793-29798795
chr6_mcf_hap5	1842655	1842657	chr4:30139696-30139698	0	.	rheMac3	chr6_mcf_hap5:1842655-1842657	chr6:29798793-29798795
chr6_mcf_hap5	2617167	2617169	chr4:30139696-30139698	0	.	rheMac3	chr6_mcf_hap5:2617167-2617169	chr6:29798793-29798795
chr6_mcf_hap5	2701533	2701535	chr4:30139696-30139698	0	.	rheMac3	chr6_mcf_hap5:2701533-2701535	chr6:29798793-29798795
chr6_cox_hap2	1314698	1314700	chr4:30139696-30139698	0	.	rheMac3	chr6_cox_hap2:1314698-1314700	chr6:29798793-29798795
chr6_cox_hap2	1372476	1372478	chr4:30139696-30139698	0	.	rheMac3	chr6_cox_hap2:1372476-1372478	chr6:29798793-29798795
chr6_cox_hap2	1411185	1411187	chr4:30139696-30139698	0	.	rheMac3	chr6_cox_hap2:1411185-1411187	chr6:29798793-29798795
chr6_cox_hap2	1425297	1425299	chr4:30139696-30139698	0	.	rheMac3	chr6_cox_hap2:1425297-1425299	chr6:29798793-29798795
chr6_cox_hap2	1489344	1489346	chr4:30139696-30139698	0	.	rheMac3	chr6_cox_hap2:1489344-1489346	chr6:29798793-29798795
chr6_cox_hap2	1972855	1972857	chr4:30139696-30139698	0	.	rheMac3	chr6_cox_hap2:1972855-1972857	chr6:29798793-29798795
chr6_cox_hap2	2749885	2749887	chr4:30139696-30139698	0	.	rheMac3	chr6_cox_hap2:2749885-2749887	chr6:29798793-29798795
chr6_cox_hap2	2834442	2834444	chr4:30139696-30139698	0	.	rheMac3	chr6_cox_hap2:2834442-2834444	chr6:29798793-29798795
chr6_mann_hap4	1099122	1099124	chr4:30139696-30139698	0	.	rheMac3	chr6_mann_hap4:1099122-1099124	chr6:29798793-29798795
chr6_mann_hap4	1153023	1153025	chr4:30139696-30139698	0	.	rheMac3	chr6_mann_hap4:1153023-1153025	chr6:29798793-29798795
chr6_mann_hap4	1191708	1191710	chr4:30139696-30139698	0	.	rheMac3	chr6_mann_hap4:1191708-1191710	chr6:29798793-29798795
chr6_mann_hap4	1205946	1205948	chr4:30139696-30139698	0	.	rheMac3	chr6_mann_hap4:1205946-1205948	chr6:29798793-29798795
chr6_mann_hap4	1276204	1276206	chr4:30139696-30139698	0	.	rheMac3	chr6_mann_hap4:1276204-1276206	chr6:29798793-29798795
chr6_mann_hap4	1808869	1808871	chr4:30139696-30139698	0	.	rheMac3	chr6_mann_hap4:1808869-1808871	chr6:29798793-29798795
chr6_mann_hap4	2583525	2583527	chr4:30139696-30139698	0	.	rheMac3	chr6_mann_hap4:2583525-2583527	chr6:29798793-29798795
chr6_mann_hap4	2668208	2668210	chr4:30139696-30139698	0	.	rheMac3	chr6_mann_hap4:2668208-2668210	chr6:29798793-29798795
chr6_apd_hap1	1100612	1100614	chr4:30139696-30139698	0	.	rheMac3	chr6_apd_hap1:1100612-1100614	chr6:29798793-29798795
chr6_apd_hap1	1139321	1139323	chr4:30139696-30139698	0	.	rheMac3	chr6_apd_hap1:1139321-1139323	chr6:29798793-29798795
chr6_apd_hap1	1153432	1153434	chr4:30139696-30139698	0	.	rheMac3	chr6_apd_hap1:1153432-1153434	chr6:29798793-29798795
chr6_apd_hap1	1217478	1217480	chr4:30139696-30139698	0	.	rheMac3	chr6_apd_hap1:1217478-1217480	chr6:29798793-29798795
chr6_qbl_hap6	1099392	1099394	chr4:30139696-30139698	0	.	rheMac3	chr6_qbl_hap6:1099392-1099394	chr6:29798793-29798795
chr6_qbl_hap6	1153426	1153428	chr4:30139696-30139698	0	.	rheMac3	chr6_qbl_hap6:1153426-1153428	chr6:29798793-29798795
chr6_qbl_hap6	1192110	1192112	chr4:30139696-30139698	0	.	rheMac3	chr6_qbl_hap6:1192110-1192112	chr6:29798793-29798795
chr6_qbl_hap6	1206338	1206340	chr4:30139696-30139698	0	.	rheMac3	chr6_qbl_hap6:1206338-1206340	chr6:29798793-29798795
chr6_qbl_hap6	1270533	1270535	chr4:30139696-30139698	0	.	rheMac3	chr6_qbl_hap6:1270533-1270535	chr6:29798793-29798795
chr6_qbl_hap6	1753706	1753708	chr4:30139696-30139698	0	.	rheMac3	chr6_qbl_hap6:1753706-1753708	chr6:29798793-29798795
chr6_qbl_hap6	2529881	2529883	chr4:30139696-30139698	0	.	rheMac3	chr6_qbl_hap6:2529881-2529883	chr6:29798793-29798795
chr6_qbl_hap6	2615269	2615271	chr4:30139696-30139698	0	.	rheMac3	chr6_qbl_hap6:2615269-2615271	chr6:29798793-29798795
chr6_dbb_hap3	1099414	1099416	chr4:30139696-30139698	0	.	rheMac3	chr6_dbb_hap3:1099414-1099416	chr6:29798793-29798795
chr6_dbb_hap3	1153750	1153752	chr4:30139696-30139698	0	.	rheMac3	chr6_dbb_hap3:1153750-1153752	chr6:29798793-29798795
chr6_dbb_hap3	1192465	1192467	chr4:30139696-30139698	0	.	rheMac3	chr6_dbb_hap3:1192465-1192467	chr6:29798793-29798795
chr6_dbb_hap3	1206921	1206923	chr4:30139696-30139698	0	.	rheMac3	chr6_dbb_hap3:1206921-1206923	chr6:29798793-29798795
chr6_dbb_hap3	1270973	1270975	chr4:30139696-30139698	0	.	rheMac3	chr6_dbb_hap3:1270973-1270975	chr6:29798793-29798795
chr6_dbb_hap3	1754431	1754433	chr4:30139696-30139698	0	.	rheMac3	chr6_dbb_hap3:1754431-1754433	chr6:29798793-29798795
chr6_dbb_hap3	2532238	2532240	chr4:30139696-30139698	0	.	rheMac3	chr6_dbb_hap3:2532238-2532240	chr6:29798793-29798795
chr6	29798793	29798795	chr4:30187991-30187993	0	.	rheMac3	chr6:29798793-29798795	chr6:29798793-29798795
chr6	29858746	29858748	chr4:30187991-30187993	0	.	rheMac3	chr6:29858746-29858748	chr6:29798793-29798795
chr6	29897500	29897502	chr4:30187991-30187993	0	.	rheMac3	chr6:29897500-29897502	chr6:29798793-29798795
chr6	29913545	29913547	chr4:30187991-30187993	0	.	rheMac3	chr6:29913545-29913547	chr6:29798793-29798795
chr6	29977630	29977632	chr4:30187991-30187993	0	.	rheMac3	chr6:29977630-29977632	chr6:29798793-29798795
chr6	30460791	30460793	chr4:30187991-30187993	0	.	rheMac3	chr6:30460791-30460793	chr6:29798793-29798795
chr6	31236630	31236632	chr4:30187991-30187993	0	.	rheMac3	chr6:31236630-31236632	chr6:29798793-29798795
chr6	31321753	31321755	chr4:30187991-30187993	0	.	rheMac3	chr6:31321753-31321755	chr6:29798793-29798795
chr6_ssto_hap7	1136359	1136361	chr4:30187991-30187993	0	.	rheMac3	chr6_ssto_hap7:1136359-1136361	chr6:29798793-29798795
chr6_ssto_hap7	1190085	1190087	chr4:30187991-30187993	0	.	rheMac3	chr6_ssto_hap7:1190085-1190087	chr6:29798793-29798795
chr6_ssto_hap7	1228716	1228718	chr4:30187991-30187993	0	.	rheMac3	chr6_ssto_hap7:1228716-1228718	chr6:29798793-29798795
chr6_ssto_hap7	1242896	1242898	chr4:30187991-30187993	0	.	rheMac3	chr6_ssto_hap7:1242896-1242898	chr6:29798793-29798795
